time,sensor(1),sensor(2),sensor(3),sensor(4),time.1,act,time.2,volt,time.3,reward,theta_wrapped,phi_wrapped
2.062,0.1218,6.283,0.174,-0.04514,,,2.062,0.0232,,,,
2.063,0.122,6.283,0.1737,-0.04485,,,2.063,0.0232,,,,
2.064,0.1223,6.283,0.173,-0.04431,,,2.064,0.0232,,,,
2.065,0.1224,6.283,0.1728,-0.04413,,,2.065,0.02026,,,,
2.066,0.1225,6.283,0.1726,-0.04391,,,2.066,0.02026,,,,
2.067,0.1227,6.283,0.1722,-0.0436,,,2.067,0.02026,,,,
2.068,0.1228,6.283,0.1719,-0.04329,,,2.068,0.02026,,,,
2.069,0.1232,6.283,0.1712,-0.04272,,,2.069,0.02026,,,,
2.07,0.1233,6.282,0.171,-0.04256,,,2.07,0.01741,,,,
2.071,0.1234,6.282,0.1707,-0.04233,,,2.071,0.01741,,,,
2.072,0.1235,6.282,0.1703,-0.04201,,,2.072,0.01741,,,,
2.073,0.1237,6.282,0.1699,-0.04169,,,2.073,0.01741,,,,
2.075,0.124,6.282,0.1692,-0.04109,,,2.075,0.01741,,,,
2.075,0.1241,6.282,0.169,-0.04094,,,2.075,0.01465,,,,
2.076,0.1242,6.282,0.1687,-0.04071,,,2.076,0.01465,,,,
2.077,0.1244,6.282,0.1681,-0.04024,,,2.077,0.01465,,,,
2.078,0.1246,6.282,0.1677,-0.03991,,,2.078,0.01465,,,,
2.08,0.1249,6.282,0.1668,-0.03929,,,2.08,0.012,,,,
2.081,0.1251,6.282,0.1665,-0.03901,,,2.081,0.012,,,,
2.082,0.1253,6.282,0.1659,-0.03863,,,2.082,0.012,,,,
2.083,0.1254,6.282,0.1654,-0.03826,,,2.083,0.012,,,,
2.085,0.1258,6.282,0.1645,-0.0376,,,2.085,0.00944,,,,
2.086,0.1259,6.282,0.1641,-0.03731,,,2.086,0.00944,,,,
2.087,0.1261,6.282,0.1636,-0.03691,,,2.087,0.00944,,,,
2.088,0.1263,6.282,0.163,-0.03652,,,2.088,0.00944,,,,
2.09,0.1266,6.282,0.1621,-0.03588,,,2.09,0.006985,,,,
2.091,0.1267,6.282,0.1616,-0.03557,,,2.091,0.006985,,,,
2.092,0.1269,6.282,0.161,-0.03516,,,2.092,0.006985,,,,
2.093,0.1271,6.282,0.1604,-0.03475,,,2.093,0.006985,,,,
2.095,0.1274,6.282,0.1595,-0.03413,,,2.095,0.004643,,,,
2.096,0.1275,6.282,0.159,-0.03382,,,2.096,0.004643,,,,
2.097,0.1277,6.281,0.1584,-0.03338,,,2.097,0.004643,,,,
2.098,0.1279,6.281,0.1577,-0.03296,,,2.098,0.004643,,,,
2.1,0.1282,6.281,0.1568,-0.03238,,,2.1,0.002399,,,,
2.101,0.1283,6.281,0.1563,-0.03204,,,2.101,0.002399,,,,
2.102,0.1285,6.281,0.1556,-0.03159,,,2.102,0.002399,,,,
2.103,0.1287,6.281,0.1549,-0.03115,,,2.103,0.002399,,,,
2.105,0.129,6.281,0.154,-0.0306,,,2.105,0.0002656,,,,
2.106,0.1291,6.281,0.1534,-0.03026,,,2.106,0.0002656,,,,
2.107,0.1293,6.281,0.1527,-0.02978,,,2.107,0.0002656,,,,
2.109,0.1295,6.281,0.1519,-0.02932,,,2.109,0.0002656,,,,
2.11,0.1297,6.281,0.1511,-0.02883,,,2.11,-0.001757,,,,
2.111,0.1299,6.281,0.1505,-0.02846,,,2.111,-0.001757,,,,
2.112,0.1301,6.281,0.1497,-0.02797,,,2.112,-0.001757,,,,
2.114,0.1303,6.281,0.1489,-0.02748,,,2.114,-0.001757,,,,
2.115,0.1305,6.281,0.1481,-0.02705,,,2.115,-0.003673,,,,
2.116,0.1306,6.281,0.1475,-0.02667,,,2.116,-0.003673,,,,
2.117,0.1308,6.281,0.1466,-0.02615,,,2.117,-0.003673,,,,
2.119,0.131,6.281,0.1458,-0.02565,,,2.119,-0.003673,,,,
2.12,0.1312,6.281,0.1451,-0.02527,,,2.12,-0.005479,,,,
2.121,0.1314,6.281,0.1444,-0.02487,,,2.121,-0.005479,,,,
2.123,0.1316,6.281,0.1435,-0.02434,,,2.123,-0.005479,,,,
2.124,0.1318,6.281,0.1425,-0.02381,,,2.124,-0.005479,,,,
2.125,0.1319,6.281,0.142,-0.0235,,,2.125,-0.007181,,,,
2.126,0.1321,6.281,0.1412,-0.02309,,,2.126,-0.007181,,,,
2.128,0.1323,6.281,0.1402,-0.02253,,,2.128,-0.007181,,,,
2.129,0.1325,6.281,0.1392,-0.02199,,,2.129,-0.007181,,,,
2.13,0.1326,6.281,0.1388,-0.02174,,,2.13,-0.008774,,,,
2.131,0.1328,6.281,0.1381,-0.02134,,,2.131,-0.008774,,,,
2.133,0.133,6.281,0.137,-0.02077,,,2.133,-0.008774,,,,
2.134,0.1332,6.28,0.136,-0.02022,,,2.134,-0.008774,,,,
2.135,0.1333,6.28,0.1356,-0.02,,,2.135,-0.01026,,,,
2.137,0.1335,6.28,0.1345,-0.01942,,,2.137,-0.01026,,,,
2.139,0.1338,6.28,0.1332,-0.01872,,,2.139,-0.01026,,,,
2.14,0.134,6.28,0.1323,-0.01828,,,2.14,-0.01163,,,,
2.142,0.1342,6.28,0.1312,-0.01771,,,2.142,-0.01163,,,,
2.144,0.1345,6.28,0.1299,-0.01701,,,2.144,-0.01163,,,,
2.145,0.1346,6.28,0.129,-0.01658,,,2.145,-0.01291,,,,
2.147,0.1348,6.28,0.1279,-0.016,,,2.147,-0.01291,,,,
2.149,0.1351,6.28,0.1265,-0.01529,,,2.149,-0.01291,,,,
2.15,0.1353,6.28,0.1257,-0.01491,,,2.15,-0.01409,,,,
2.152,0.1355,6.28,0.1245,-0.01431,,,2.152,-0.01409,,,,
2.154,0.1358,6.28,0.123,-0.01357,,,2.154,-0.01409,,,,
2.155,0.1359,6.28,0.1224,-0.01327,,,2.155,-0.01516,,,,
2.157,0.1361,6.28,0.1211,-0.01264,,,2.157,-0.01516,,,,
2.16,0.1365,6.28,0.119,-0.01166,,,2.16,-0.01612,,,,
2.162,0.1368,6.28,0.1175,-0.01092,,,2.162,-0.01612,,,,
2.165,0.1371,6.28,0.1157,-0.01009,,,2.165,-0.01699,,,,
2.168,0.1374,6.28,0.1139,-0.009266,,,2.168,-0.01699,,,,
2.17,0.1376,6.28,0.1124,-0.008557,,,2.17,-0.01777,,,,
2.172,0.1379,6.28,0.1108,-0.007853,,,2.172,-0.01777,,,,
2.175,0.1382,6.28,0.1091,-0.007061,,,2.175,-0.01784,,,,
2.178,0.1385,6.28,0.1074,-0.006311,,,2.178,-0.01784,,,,
2.18,0.1387,6.28,0.1058,-0.005666,,,2.18,-0.01775,,,,
2.185,0.1392,6.28,0.1027,-0.004408,,,2.185,-0.01789,,,,
2.19,0.1397,6.28,0.09967,-0.003223,,,2.19,-0.01825,,,,
2.195,0.1402,6.28,0.09664,-0.002084,,,2.195,-0.01866,,,,
2.199,0.1406,6.28,0.09426,-0.001196,,,2.199,-0.01866,,,,
2.2,0.1407,6.28,0.09364,-0.0009679,,,2.2,-0.01902,,,,
2.204,0.141,6.28,0.09146,-0.0001729,,,2.204,-0.01902,,,,
2.205,0.1411,6.28,0.09067,0.0001147,,,2.205,-0.01929,,,,
2.209,0.1415,6.28,0.0884,0.0009208,,,2.209,-0.01929,,,,
2.21,0.1416,6.28,0.08774,0.001155,,,2.21,-0.0195,,,,
2.214,0.142,6.28,0.08527,0.002008,,,2.214,-0.0195,,,,
2.215,0.142,6.28,0.08486,0.002152,,,2.215,-0.01965,,,,
2.219,0.1423,6.28,0.08279,0.002852,,,2.219,-0.01965,,,,
2.22,0.1424,6.28,0.08201,0.003114,,,2.22,-0.01975,,,,
2.225,0.1428,6.28,0.07923,0.004026,,,2.225,-0.01979,,,,
2.23,0.1432,6.28,0.07651,0.004898,,,2.23,-0.01976,,,,
2.235,0.1436,6.28,0.07383,0.00573,,,2.235,-0.01968,,,,
2.24,0.1439,6.28,0.07122,0.00652,,,2.24,-0.01955,,,,
2.245,0.1443,6.28,0.06867,0.00727,,,2.245,-0.01936,,,,
2.25,0.1446,6.28,0.06618,0.007977,,,2.25,-0.01913,,,,
2.255,0.1449,6.28,0.06375,0.008643,,,2.255,-0.01886,,,,
2.26,0.1452,6.28,0.06139,0.009267,,,2.26,-0.01854,,,,
2.265,0.1455,6.28,0.0591,0.00985,,,2.265,-0.01819,,,,
2.269,0.1458,6.28,0.05722,0.01031,,,2.269,-0.01819,,,,
2.27,0.1458,6.28,0.05688,0.01039,,,2.27,-0.01781,,,,
2.274,0.146,6.28,0.05524,0.01077,,,2.274,-0.01781,,,,
2.275,0.1461,6.28,0.05472,0.01089,,,2.275,-0.01742,,,,
2.279,0.1463,6.28,0.05315,0.01124,,,2.279,-0.01742,,,,
2.28,0.1464,6.28,0.05264,0.01135,,,2.28,-0.01701,,,,
2.284,0.1465,6.28,0.05112,0.01167,,,2.284,-0.01701,,,,
2.285,0.1466,6.28,0.05062,0.01178,,,2.285,-0.01657,,,,
2.289,0.1468,6.28,0.04917,0.01207,,,2.289,-0.01657,,,,
2.29,0.1469,6.28,0.04867,0.01217,,,2.29,-0.01608,,,,
2.294,0.147,6.281,0.04732,0.01242,,,2.294,-0.01608,,,,
2.295,0.1471,6.281,0.04679,0.01252,,,2.295,-0.01558,,,,
2.298,0.1472,6.281,0.04553,0.01274,,,2.298,-0.01558,,,,
2.3,0.1473,6.281,0.04499,0.01283,,,2.3,-0.01504,,,,
2.303,0.1475,6.281,0.0438,0.01302,,,2.303,-0.01504,,,,
2.305,0.1475,6.281,0.04325,0.01311,,,2.305,-0.01449,,,,
2.308,0.1477,6.281,0.04214,0.01327,,,2.308,-0.01449,,,,
2.31,0.1477,6.281,0.04159,0.01335,,,2.31,-0.01392,,,,
2.313,0.1479,6.281,0.04054,0.01348,,,2.313,-0.01392,,,,
2.315,0.1479,6.281,0.04,0.01355,,,2.315,-0.01333,,,,
2.318,0.1481,6.281,0.03901,0.01366,,,2.318,-0.01333,,,,
2.32,0.1481,6.281,0.03849,0.01372,,,2.32,-0.01272,,,,
2.323,0.1483,6.281,0.03756,0.01381,,,2.323,-0.01272,,,,
2.325,0.1483,6.281,0.03704,0.01386,,,2.325,-0.01211,,,,
2.328,0.1484,6.281,0.03617,0.01393,,,2.328,-0.01211,,,,
2.33,0.1485,6.281,0.03567,0.01397,,,2.33,-0.01147,,,,
2.333,0.1486,6.281,0.03484,0.01401,,,2.333,-0.01147,,,,
2.335,0.1487,6.281,0.03437,0.01404,,,2.335,-0.01083,,,,
2.338,0.1488,6.281,0.03359,0.01407,,,2.338,-0.01083,,,,
2.34,0.1489,6.281,0.03313,0.01408,,,2.34,-0.01019,,,,
2.343,0.149,6.281,0.03241,0.01409,,,2.343,-0.01019,,,,
2.345,0.149,6.281,0.03197,0.0141,,,2.345,-0.009537,,,,
2.348,0.1491,6.281,0.03129,0.01409,,,2.348,-0.009537,,,,
2.35,0.1492,6.281,0.03087,0.01409,,,2.35,-0.008878,,,,
2.353,0.1493,6.281,0.03024,0.01406,,,2.353,-0.008878,,,,
2.355,0.1493,6.281,0.02984,0.01404,,,2.355,-0.008217,,,,
2.358,0.1494,6.281,0.02925,0.014,,,2.358,-0.008217,,,,
2.36,0.1495,6.281,0.02888,0.01398,,,2.36,-0.007559,,,,
2.363,0.1496,6.281,0.02833,0.01392,,,2.363,-0.007559,,,,
2.365,0.1496,6.281,0.02798,0.01388,,,2.365,-0.006896,,,,
2.368,0.1497,6.282,0.02746,0.01381,,,2.368,-0.006896,,,,
2.37,0.1497,6.282,0.02714,0.01377,,,2.37,-0.006242,,,,
2.373,0.1498,6.282,0.02667,0.01368,,,2.373,-0.006242,,,,
2.375,0.1499,6.282,0.02637,0.01363,,,2.375,-0.005589,,,,
2.378,0.15,6.282,0.02593,0.01353,,,2.378,-0.005589,,,,
2.38,0.15,6.282,0.02565,0.01347,,,2.38,-0.004939,,,,
2.383,0.1501,6.282,0.02525,0.01335,,,2.383,-0.004939,,,,
2.385,0.1501,6.282,0.025,0.01329,,,2.385,-0.004295,,,,
2.388,0.1502,6.282,0.02463,0.01316,,,2.388,-0.004295,,,,
2.39,0.1503,6.282,0.0244,0.01309,,,2.39,-0.003665,,,,
2.393,0.1503,6.282,0.02406,0.01295,,,2.393,-0.003665,,,,
2.395,0.1504,6.282,0.02385,0.01287,,,2.395,-0.003032,,,,
2.398,0.1504,6.282,0.02354,0.01272,,,2.398,-0.003032,,,,
2.4,0.1505,6.282,0.02336,0.01263,,,2.4,-0.002416,,,,
2.403,0.1506,6.282,0.02309,0.01247,,,2.403,-0.002416,,,,
2.405,0.1506,6.282,0.02292,0.01238,,,2.405,-0.001813,,,,
2.408,0.1507,6.282,0.02267,0.01221,,,2.408,-0.001813,,,,
2.41,0.1507,6.282,0.02253,0.01211,,,2.41,-0.001221,,,,
2.413,0.1508,6.282,0.02231,0.01193,,,2.413,-0.001221,,,,
2.415,0.1508,6.282,0.02219,0.01183,,,2.415,-0.000641,,,,
2.418,0.1509,6.282,0.022,0.01165,,,2.418,-0.000641,,,,
2.42,0.1509,6.282,0.02189,0.01154,,,2.42,-7.644e-05,,,,
2.423,0.151,6.282,0.02173,0.01135,,,2.423,-7.644e-05,,,,
2.425,0.1511,6.282,0.02164,0.01124,,,2.425,0.0004787,,,,
2.428,0.1511,6.282,0.0215,0.01103,,,2.428,0.0004787,,,,
2.43,0.1512,6.282,0.02143,0.01093,,,2.43,0.001013,,,,
2.433,0.1512,6.282,0.02132,0.01071,,,2.433,0.001013,,,,
2.435,0.1513,6.282,0.02126,0.0106,,,2.435,0.001533,,,,
2.438,0.1513,6.282,0.02117,0.01038,,,2.438,0.001533,,,,
2.44,0.1514,6.282,0.02113,0.01027,,,2.44,0.002039,,,,
2.443,0.1514,6.282,0.02106,0.01004,,,2.443,0.002039,,,,
2.445,0.1515,6.282,0.02103,0.009934,,,2.445,0.002527,,,,
2.448,0.1515,6.283,0.02099,0.009698,,,2.448,0.002527,,,,
2.45,0.1516,6.283,0.02097,0.00959,,,2.45,0.002995,,,,
2.453,0.1517,6.283,0.02095,0.009348,,,2.453,0.002995,,,,
2.455,0.1517,6.283,0.02094,0.00924,,,2.455,0.003445,,,,
2.459,0.1518,6.283,0.02094,0.008992,,,2.459,0.003445,,,,
2.46,0.1518,6.283,0.02094,0.008887,,,2.46,0.003881,,,,
2.464,0.1519,6.283,0.02097,0.008632,,,2.464,0.003881,,,,
2.465,0.1519,6.283,0.02097,0.00853,,,2.465,0.004291,,,,
2.469,0.152,6.283,0.02101,0.008271,,,2.469,0.004291,,,,
2.47,0.152,6.283,0.02103,0.008172,,,2.47,0.004687,,,,
2.474,0.1521,6.283,0.02109,0.007905,,,2.474,0.004687,,,,
2.475,0.1521,6.283,0.02111,0.007811,,,2.475,0.005062,,,,
2.479,0.1522,6.283,0.02119,0.007541,,,2.479,0.005062,,,,
2.48,0.1522,6.283,0.02122,0.00745,,,2.48,0.005419,,,,
2.484,0.1523,6.283,0.02131,0.007175,,,2.484,0.005419,,,,
2.485,0.1523,6.283,0.02134,0.00709,,,2.485,0.005757,,,,
2.489,0.1524,6.283,0.02145,0.00681,,,2.489,0.005757,,,,
2.49,0.1524,6.283,0.02149,0.00673,,,2.49,0.00607,,,,
2.494,0.1525,6.283,0.02161,0.006446,,,2.494,0.00607,,,,
2.495,0.1525,6.283,0.02165,0.006372,,,2.495,0.006371,,,,
2.499,0.1526,6.283,0.02179,0.006082,,,2.499,0.006371,,,,
2.5,0.1526,6.283,0.02182,0.006017,,,2.5,0.006647,,,,
2.504,0.1527,6.283,0.02198,0.005725,,,2.504,0.006647,,,,
2.505,0.1528,6.283,0.02202,0.005664,,,2.505,0.006906,,,,
2.509,0.1528,6.283,0.02219,0.005368,,,2.509,0.006906,,,,
2.51,0.1529,6.283,0.02222,0.005316,,,2.51,0.007142,,,,
2.514,0.1529,6.283,0.02238,0.005055,,,2.514,0.007142,,,,
2.515,0.153,6.283,0.02243,0.004969,,,2.515,0.007362,,,,
2.519,0.1531,6.283,0.02263,0.004669,,,2.519,0.007362,,,,
2.52,0.1531,6.283,0.02266,0.00463,,,2.52,0.007555,,,,
2.523,0.1532,6.283,0.02279,0.004436,,,2.523,0.007555,,,,
2.525,0.1532,6.283,0.02289,0.004291,,,2.525,0.007737,,,,
2.53,0.1533,6.283,0.0231,0.003995,,,2.53,0.007737,,,,
2.53,0.1533,6.283,0.02313,0.003964,,,2.53,0.007884,,,,
2.532,0.1534,6.283,0.02324,0.003812,,,2.532,0.007884,,,,
2.535,0.1534,6.283,0.02337,0.003639,,,2.535,0.008032,,,,
2.54,0.1536,6.283,0.02361,0.003327,,,2.54,0.008148,,,,
2.545,0.1537,6.283,0.02386,0.003024,,,2.545,0.008269,,,,
2.55,0.1538,6.283,0.0241,0.002726,,,2.55,0.008368,,,,
2.555,0.1539,6.283,0.02435,0.002435,,,2.555,0.008443,,,,
2.56,0.154,6.283,0.0246,0.002152,,,2.56,0.008499,,,,
2.565,0.1542,6.283,0.02484,0.001878,,,2.565,0.008539,,,,
2.57,0.1543,6.283,0.02508,0.001612,,,2.57,0.008563,,,,
2.575,0.1544,6.283,0.02531,0.001356,,,2.575,0.00857,,,,
2.58,0.1545,6.283,0.02554,0.001109,,,2.58,0.008569,,,,
2.585,0.1547,6.283,0.02576,0.0008708,,,2.585,0.008548,,,,
2.59,0.1548,6.283,0.02598,0.0006429,,,2.59,0.008517,,,,
2.595,0.1549,6.283,0.02618,0.0004247,,,2.595,0.008474,,,,
2.6,0.1551,6.283,0.02638,0.0002162,,,2.6,0.008418,,,,
2.605,0.1552,6.283,0.02657,1.776e-05,,,2.605,0.008349,,,,
2.61,0.1553,6.283,0.02675,-0.0001706,,,2.61,0.008278,,,,
2.615,0.1555,6.283,0.02691,-0.0003495,,,2.615,0.00819,,,,
2.62,0.1556,6.283,0.02707,-0.0005185,,,2.62,0.008097,,,,
2.625,0.1557,6.283,0.02722,-0.000678,,,2.625,0.007991,,,,
2.63,0.1559,6.283,0.02735,-0.0008276,,,2.63,0.007875,,,,
2.635,0.156,6.283,0.02747,-0.0009673,,,2.635,0.007762,,,,
2.64,0.1561,6.283,0.02758,-0.001098,,,2.64,0.007629,,,,
2.645,0.1563,6.283,0.02768,-0.001219,,,2.645,0.007493,,,,
2.65,0.1564,6.283,0.02776,-0.001331,,,2.65,0.007351,,,,
2.655,0.1566,6.283,0.02783,-0.001433,,,2.655,0.007205,,,,
2.66,0.1567,6.283,0.02789,-0.001527,,,2.66,0.007055,,,,
2.665,0.1568,6.283,0.02793,-0.001612,,,2.665,0.006897,,,,
2.67,0.157,6.283,0.02797,-0.001688,,,2.67,0.006735,,,,
2.675,0.1571,6.283,0.02798,-0.001755,,,2.675,0.006568,,,,
2.68,0.1573,6.283,0.02799,-0.001815,,,2.68,0.006402,,,,
2.685,0.1574,6.283,0.02798,-0.001866,,,2.685,0.006232,,,,
2.69,0.1575,6.283,0.02796,-0.00191,,,2.69,0.006059,,,,
2.695,0.1577,6.283,0.02793,-0.001946,,,2.695,0.005889,,,,
2.7,0.1578,6.283,0.02788,-0.001975,,,2.7,0.005708,,,,
2.705,0.158,6.283,0.02782,-0.001997,,,2.705,0.005527,,,,
2.71,0.1581,6.283,0.02775,-0.002012,,,2.71,0.005351,,,,
2.715,0.1582,6.283,0.02767,-0.00202,,,2.715,0.005174,,,,
2.72,0.1584,6.283,0.02757,-0.002022,,,2.72,0.004997,,,,
2.725,0.1585,6.283,0.02746,-0.002019,,,2.725,0.004818,,,,
2.73,0.1586,6.283,0.02735,-0.002009,,,2.73,0.00464,,,,
2.735,0.1588,6.283,0.02722,-0.001994,,,2.735,0.004464,,,,
2.74,0.1589,6.283,0.02708,-0.001974,,,2.74,0.004289,,,,
2.745,0.1591,6.283,0.02692,-0.001948,,,2.745,0.004116,,,,
2.75,0.1592,6.283,0.02676,-0.001919,,,2.75,0.003947,,,,
2.755,0.1593,6.283,0.02659,-0.001884,,,2.755,0.003776,,,,
2.76,0.1595,6.283,0.02641,-0.001846,,,2.76,0.003609,,,,
2.765,0.1596,6.283,0.02623,-0.001804,,,2.765,0.003446,,,,
2.77,0.1597,6.283,0.02603,-0.001758,,,2.77,0.003284,,,,
2.775,0.1598,6.283,0.02582,-0.001708,,,2.775,0.003129,,,,
2.78,0.16,6.283,0.02561,-0.001656,,,2.78,0.002974,,,,
2.785,0.1601,6.283,0.02539,-0.001601,,,2.785,0.002823,,,,
2.79,0.1602,6.283,0.02516,-0.001543,,,2.79,0.002676,,,,
2.795,0.1604,6.283,0.02493,-0.001484,,,2.795,0.002533,,,,
2.8,0.1605,6.283,0.02469,-0.001421,,,2.8,0.002393,,,,
2.805,0.1606,6.283,0.02444,-0.001358,,,2.805,0.002254,,,,
2.81,0.1607,6.283,0.02419,-0.001292,,,2.81,0.002124,,,,
2.815,0.1608,6.283,0.02394,-0.001224,,,2.815,0.001995,,,,
2.82,0.161,6.283,0.02368,-0.001156,,,2.82,0.001872,,,,
2.825,0.1611,6.283,0.02341,-0.001086,,,2.825,0.001753,,,,
2.83,0.1612,6.283,0.02314,-0.001016,,,2.83,0.001637,,,,
2.835,0.1613,6.283,0.02287,-0.0009451,,,2.835,0.00153,,,,
2.84,0.1614,6.283,0.0226,-0.000874,,,2.84,0.001431,,,,
2.845,0.1615,6.283,0.02232,-0.0008031,,,2.845,0.001326,,,,
2.85,0.1616,6.283,0.02204,-0.0007319,,,2.85,0.001229,,,,
2.855,0.1617,6.283,0.02176,-0.0006608,,,2.855,0.001137,,,,
2.86,0.1619,6.283,0.02148,-0.00059,,,2.86,0.001051,,,,
2.865,0.162,6.283,0.02119,-0.0005197,,,2.865,0.0009653,,,,
2.87,0.1621,6.283,0.02091,-0.0004497,,,2.87,0.0008878,,,,
2.875,0.1622,6.283,0.02062,-0.0003806,,,2.875,0.000816,,,,
2.88,0.1623,6.283,0.02034,-0.0003126,,,2.88,0.0007393,,,,
2.885,0.1624,6.283,0.02005,-0.0002449,,,2.885,0.0006769,,,,
2.89,0.1625,6.283,0.01977,-0.0001786,,,2.89,0.0006167,,,,
2.895,0.1626,6.283,0.01949,-0.0001137,,,2.895,0.0005607,,,,
2.9,0.1627,6.283,0.0192,-5.008e-05,,,2.9,0.0005125,,,,
2.905,0.1628,6.283,0.01892,1.163e-05,,,2.905,0.0004595,,,,
2.91,0.1628,6.283,0.01865,7.223e-05,,,2.91,0.000418,,,,
2.915,0.1629,6.283,0.01837,0.0001309,,,2.915,0.0003748,,,,
2.92,0.163,6.283,0.01809,0.0001882,,,2.92,0.0003361,,,,
2.925,0.1631,6.283,0.01782,0.0002438,,,2.925,0.0003031,,,,
2.93,0.1632,6.283,0.01755,0.0002976,,,2.93,0.0002728,,,,
2.935,0.1633,6.283,0.01728,0.0003496,,,2.935,0.0002494,,,,
2.94,0.1634,6.283,0.01702,0.0003994,,,2.94,0.0002219,,,,
2.945,0.1635,6.283,0.01676,0.0004476,,,2.945,0.0002027,,,,
2.95,0.1635,6.283,0.0165,0.0004938,,,2.95,0.000189,,,,
2.955,0.1636,6.283,0.01625,0.0005377,,,2.955,0.0001729,,,,
2.96,0.1637,6.283,0.016,0.0005798,,,2.96,0.0001664,,,,
2.965,0.1638,6.283,0.01575,0.0006194,,,2.965,0.0001554,,,,
2.97,0.1639,6.283,0.01551,0.0006573,,,2.97,0.000148,,,,
2.975,0.1639,6.283,0.01527,0.0006932,,,2.975,0.0001503,,,,
2.98,0.164,6.283,0.01503,0.0007266,,,2.98,0.0001473,,,,
2.985,0.1641,6.283,0.0148,0.0007582,,,2.985,0.0001473,,,,
2.99,0.1642,6.283,0.01458,0.0007879,,,2.99,0.0001553,,,,
2.995,0.1642,6.283,0.01435,0.0008151,,,2.995,0.0001589,,,,
3.0,0.1643,6.283,0.01414,0.0008405,,,3.0,0.0001649,,,,
3.005,0.1644,6.283,0.01392,0.0008641,,,3.005,0.0001758,,,,
3.01,0.1644,6.283,0.01372,0.0008856,,,3.01,0.0001898,,,,
3.015,0.1645,6.283,0.01351,0.0009049,,,3.015,0.0002007,,,,
3.02,0.1646,6.283,0.01331,0.0009224,,,3.02,0.0002166,,,,
3.025,0.1646,6.283,0.01312,0.0009379,,,3.025,0.0002282,,,,
3.03,0.1647,6.283,0.01293,0.0009519,,,3.03,0.0002496,,,,
3.035,0.1648,6.283,0.01274,0.0009636,,,3.035,0.0002679,,,,
3.04,0.1648,6.283,0.01256,0.0009736,,,3.04,0.0002851,,,,
3.045,0.1649,6.283,0.01238,0.000982,,,3.045,0.0003084,,,,
3.05,0.165,6.283,0.01221,0.0009884,,,3.05,0.0003271,,,,
3.055,0.165,6.283,0.01204,0.0009934,,,3.055,0.0003516,,,,
3.06,0.1651,6.283,0.01188,0.0009965,,,3.06,0.0003757,,,,
3.065,0.1651,6.283,0.01172,0.0009979,,,3.065,0.0003971,,,,
3.07,0.1652,6.283,0.01156,0.0009979,,,3.07,0.0004204,,,,
3.075,0.1652,6.283,0.01141,0.0009964,,,3.075,0.0004414,,,,
3.08,0.1653,6.283,0.01127,0.0009938,,,3.08,0.0004673,,,,
3.085,0.1654,6.283,0.01113,0.0009897,,,3.085,0.0004882,,,,
3.09,0.1654,6.283,0.01099,0.0009846,,,3.09,0.0005151,,,,
3.095,0.1655,6.283,0.01085,0.0009779,,,3.095,0.0005356,,,,
3.1,0.1655,6.283,0.01072,0.0009705,,,3.1,0.0005621,,,,
3.105,0.1656,6.283,0.0106,0.0009617,,,3.105,0.0005865,,,,
3.11,0.1656,6.283,0.01047,0.0009518,,,3.11,0.0006057,,,,
3.115,0.1657,6.283,0.01036,0.0009413,,,3.115,0.0006367,,,,
3.12,0.1657,6.283,0.01024,0.0009292,,,3.12,0.0006562,,,,
3.125,0.1658,6.283,0.01013,0.0009166,,,3.125,0.0006813,,,,
3.13,0.1658,6.283,0.01002,0.0009029,,,3.13,0.0007039,,,,
3.135,0.1659,6.283,0.009916,0.0008884,,,3.135,0.0007236,,,,
3.14,0.1659,6.283,0.009815,0.0008734,,,3.14,0.0007497,,,,
3.145,0.166,6.283,0.009716,0.0008574,,,3.145,0.0007656,,,,
3.15,0.166,6.283,0.009621,0.0008412,,,3.15,0.000787,,,,
3.155,0.1661,6.283,0.009528,0.0008243,,,3.155,0.0008085,,,,
3.16,0.1661,6.283,0.009438,0.0008067,,,3.16,0.000825,,,,
3.165,0.1662,6.283,0.009351,0.000789,,,3.165,0.0008426,,,,
3.17,0.1662,6.283,0.009266,0.0007709,,,3.17,0.0008647,,,,
3.175,0.1663,6.283,0.009185,0.000752,,,3.175,0.000877,,,,
3.18,0.1663,6.283,0.009105,0.0007332,,,3.18,0.0008922,,,,
3.185,0.1664,6.283,0.009028,0.0007143,,,3.185,0.0009086,,,,
3.19,0.1664,6.283,0.008952,0.000695,,,3.19,0.0009238,,,,
3.195,0.1664,6.283,0.008879,0.0006755,,,3.195,0.0009401,,,,
3.2,0.1665,6.283,0.008809,0.0006556,,,3.2,0.000947,,,,
3.205,0.1665,6.283,0.00874,0.0006362,,,3.205,0.0009594,,,,
3.21,0.1666,6.283,0.008672,0.0006167,,,3.21,0.0009678,,,,
3.215,0.1666,6.283,0.008606,0.0005974,,,3.215,0.0009824,,,,
3.22,0.1667,6.283,0.008542,0.0005777,,,3.22,0.0009905,,,,
3.225,0.1667,6.283,0.00848,0.0005582,,,3.225,0.000997,,,,
3.23,0.1667,6.283,0.008419,0.0005389,,,3.23,0.001007,,,,
3.235,0.1668,6.283,0.008359,0.0005196,,,3.235,0.00101,,,,
3.24,0.1668,6.283,0.008301,0.0005007,,,3.24,0.001018,,,,
3.245,0.1669,6.283,0.008243,0.0004819,,,3.245,0.001023,,,,
