time,sensor(1),sensor(2),sensor(3),sensor(4),time.1,act,time.2,volt,time.3,reward,theta_wrapped,phi_wrapped
0.0917,-0.02417,3.901,8.069,1.343,1.125,0.07169,0.0917,0.1713,1.125,0.9869,-0.3396,0.06996
0.09251,-0.01765,3.902,8.038,1.279,1.13,0.07564,0.09251,0.1713,1.13,0.9867,-0.3426,0.0722
0.09457,-0.001191,3.904,7.96,1.116,1.135,0.08084,0.09457,0.1713,1.135,0.9866,-0.3452,0.07428
0.095,0.002233,3.905,7.944,1.082,1.14,0.08793,0.095,-0.9367,1.14,0.9864,-0.3475,0.0762
0.09501,0.002334,3.905,7.943,1.081,1.145,0.09742,0.09501,-0.9367,1.145,0.9862,-0.3494,0.07795
0.09504,0.002538,3.905,7.942,1.079,1.15,0.1052,0.09504,-0.9367,1.15,0.986,-0.3508,0.07951
0.09506,0.002741,3.905,7.941,1.077,1.155,0.112,0.09506,-0.9367,1.155,0.9858,-0.3519,0.08085
0.0951,0.003014,3.905,7.94,1.074,1.16,0.1204,0.0951,-0.9367,1.16,0.9856,-0.3524,0.08195
0.09515,0.0034,3.905,7.938,1.07,1.165,0.1275,0.09515,-0.9367,1.165,0.9854,-0.3525,0.08276
0.0952,0.003786,3.905,7.935,1.066,1.17,0.1343,0.0952,-0.9367,1.17,0.9853,-0.352,0.08326
0.09526,0.00426,3.905,7.932,1.06,1.175,0.1387,0.09526,-0.9367,1.175,0.9851,-0.3509,0.08344
0.09532,0.004735,3.905,7.929,1.055,1.18,0.14,0.09532,-0.9367,1.18,0.985,-0.3493,0.08325
0.09539,0.005333,3.905,7.925,1.048,1.185,0.1367,0.09539,-0.9367,1.185,0.985,-0.347,0.08268
0.09547,0.005931,3.905,7.922,1.042,1.19,0.1243,0.09547,-0.9367,1.19,0.9852,-0.3441,0.08172
0.09557,0.006744,3.905,7.916,1.032,1.195,0.1129,0.09557,-0.9367,1.195,0.9855,-0.3407,0.08039
0.09567,0.007557,3.905,7.911,1.023,1.2,0.1022,0.09567,-0.9367,1.2,0.9859,-0.3367,0.07875
0.09583,0.008772,3.905,7.903,1.009,1.205,0.0958,0.09583,-0.9367,1.205,0.9863,-0.3322,0.07686
0.09602,0.01028,3.906,7.893,0.9919,1.21,0.09185,0.09602,-0.9367,1.21,0.9866,-0.3273,0.07479
0.09629,0.01242,3.906,7.879,0.9673,1.215,0.08872,0.09629,-0.9367,1.215,0.9869,-0.3221,0.0726
0.09668,0.01551,3.906,7.859,0.9317,1.22,0.08649,0.09668,-0.9367,1.22,0.9872,-0.3166,0.0703
0.09737,0.02096,3.907,7.823,0.8688,1.225,0.08466,0.09737,-0.9367,1.225,0.9875,-0.3108,0.06792
0.09891,0.03292,3.908,7.745,0.7291,1.23,0.08287,0.09891,-0.9367,1.23,0.9878,-0.3047,0.06547
0.1,0.04132,3.909,7.69,0.63,1.235,0.08107,0.1,-2.083,1.235,0.9881,-0.2984,0.06295
0.1,0.04142,3.909,7.69,0.6288,1.24,0.0784,0.1,-2.083,1.24,0.9884,-0.2918,0.06038
0.1,0.04161,3.909,7.688,0.6265,1.245,0.07498,0.1,-2.083,1.245,0.9887,-0.285,0.05775
0.1001,0.04181,3.909,7.687,0.6241,1.25,0.07196,0.1001,-2.083,1.25,0.9891,-0.278,0.05508
0.1001,0.04207,3.909,7.685,0.6208,1.255,0.06933,0.1001,-2.083,1.255,0.9894,-0.2708,0.05237
0.1001,0.04244,3.909,7.682,0.6161,1.26,0.06704,0.1001,-2.083,1.26,0.9898,-0.2634,0.04964
0.1002,0.04281,3.909,7.679,0.6114,1.265,0.06452,0.1002,-2.083,1.265,0.9902,-0.2558,0.04689
0.1003,0.04326,3.909,7.675,0.6055,1.27,0.06188,0.1003,-2.083,1.27,0.9905,-0.2481,0.04413
0.1003,0.04371,3.909,7.672,0.5995,1.275,0.0601,0.1003,-2.083,1.275,0.9909,-0.2403,0.04137
0.1004,0.04428,3.909,7.667,0.592,1.28,0.05822,0.1004,-2.083,1.28,0.9912,-0.2323,0.0386
0.1005,0.04485,3.909,7.662,0.5844,1.285,0.05613,0.1005,-2.083,1.285,0.9916,-0.2243,0.03584
0.1006,0.04562,3.909,7.656,0.5742,1.29,0.05386,0.1006,-2.083,1.29,0.9919,-0.2161,0.03309
0.1007,0.04639,3.909,7.649,0.5639,1.295,0.05151,0.1007,-2.083,1.295,0.9922,-0.2078,0.03034
0.1008,0.04752,3.909,7.639,0.5486,1.3,0.04911,0.1008,-2.083,1.3,0.9926,-0.1995,0.02761
0.101,0.04893,3.909,7.628,0.5297,1.305,0.04669,0.101,-2.083,1.305,0.9929,-0.1911,0.02488
0.1013,0.05091,3.91,7.611,0.503,1.31,0.04426,0.1013,-2.083,1.31,0.9932,-0.1826,0.02218
0.1016,0.05373,3.91,7.587,0.4649,1.315,0.04181,0.1016,-2.083,1.315,0.9935,-0.1741,0.01949
0.1023,0.05859,3.91,7.545,0.3988,1.32,0.03935,0.1023,-2.083,1.32,0.9938,-0.1655,0.01682
0.1036,0.0688,3.91,7.458,0.2585,1.325,0.03689,0.1036,-2.083,1.325,0.9941,-0.157,0.01418
0.105,0.07897,3.911,7.37,0.1167,1.33,0.03443,0.105,-2.91,1.33,0.9944,-0.1484,0.01157
0.105,0.07908,3.911,7.369,0.1152,1.335,0.03196,0.105,-2.91,1.335,0.9947,-0.1398,0.008988
0.105,0.0793,3.911,7.367,0.1121,1.34,0.0291,0.105,-2.91,1.34,0.995,-0.1312,0.006443
0.1051,0.07952,3.911,7.365,0.1089,1.345,0.02635,0.1051,-2.91,1.345,0.9952,-0.1226,0.003935
0.1051,0.07982,3.911,7.362,0.1046,1.35,0.02387,0.1051,-2.91,1.35,0.9955,-0.114,0.001468
0.1052,0.08022,3.911,7.359,0.09863,1.355,0.02218,0.1052,-2.91,1.355,0.9957,-0.1055,-0.0009537
0.1052,0.08062,3.911,7.355,0.09264,1.36,0.02041,0.1052,-2.91,1.36,0.9959,-0.09708,-0.003326
0.1053,0.08112,3.911,7.35,0.08506,1.365,0.01846,0.1053,-2.91,1.365,0.9962,-0.08868,-0.005648
0.1054,0.08163,3.911,7.345,0.07744,1.37,0.01683,0.1054,-2.91,1.37,0.9964,-0.08034,-0.007923
0.1055,0.08229,3.911,7.338,0.06743,1.375,0.01541,0.1055,-2.91,1.375,0.9965,-0.07207,-0.01015
0.1055,0.08295,3.911,7.331,0.05738,1.38,0.01362,0.1055,-2.91,1.38,0.9967,-0.06387,-0.01233
0.1057,0.08389,3.911,7.322,0.04299,1.385,0.01019,0.1057,-2.91,1.385,0.9969,-0.05575,-0.01447
0.1058,0.08503,3.911,7.31,0.0256,1.39,0.00641,0.1058,-2.91,1.39,0.997,-0.04772,-0.01656
0.106,0.08658,3.911,7.295,0.001971,1.395,0.003147,0.106,-2.91,1.395,0.9971,-0.03977,-0.01862
0.1063,0.08867,3.911,7.273,-0.03013,1.4,0.0005931,0.1063,-2.91,1.4,0.9973,-0.03194,-0.02061
0.1068,0.09194,3.911,7.24,-0.08061,1.405,-0.00136,0.1068,-2.91,1.405,0.9974,-0.02422,-0.02254
0.1076,0.09779,3.911,7.18,-0.1717,1.41,-0.00302,0.1076,-2.91,1.41,0.9975,-0.01664,-0.02441
0.1097,0.1125,3.91,7.029,-0.4042,1.415,-0.004774,0.1097,-2.91,1.415,0.9976,-0.009193,-0.0262
0.11,0.1149,3.91,7.004,-0.4435,1.42,-0.006665,0.11,-2.968,1.42,0.9977,-0.001895,-0.02792
0.1101,0.1155,3.91,6.998,-0.4526,1.425,-0.008612,0.1101,-2.968,1.425,0.9978,0.005255,-0.02957
0.1102,0.1166,3.91,6.986,-0.4708,1.43,-0.01052,0.1102,-2.968,1.43,0.9979,0.01225,-0.03116
0.1104,0.1175,3.91,6.977,-0.4853,1.435,-0.01236,0.1104,-2.968,1.435,0.9979,0.01909,-0.03267
0.1106,0.1192,3.91,6.958,-0.5137,1.44,-0.01405,0.1106,-2.968,1.44,0.998,0.02577,-0.03411
0.1109,0.121,3.909,6.94,-0.5422,1.445,-0.0155,0.1109,-2.968,1.445,0.998,0.03227,-0.03549
0.1113,0.1236,3.909,6.912,-0.5856,1.45,-0.01696,0.1113,-2.968,1.45,0.9981,0.03861,-0.03679
0.1118,0.1277,3.909,6.869,-0.653,1.455,-0.01848,0.1118,-2.968,1.455,0.9981,0.04477,-0.03802
0.1138,0.1408,3.907,6.729,-0.8734,1.46,-0.02,0.1138,-2.968,1.46,0.9981,0.05075,-0.03918
0.115,0.149,3.906,6.64,-1.014,1.465,-0.02148,0.115,-2.711,1.465,0.9981,0.05655,-0.04027
0.115,0.1493,3.906,6.637,-1.018,1.47,-0.0229,0.115,-2.711,1.47,0.9981,0.06216,-0.04129
0.1151,0.1498,3.906,6.632,-1.027,1.475,-0.02486,0.1151,-2.711,1.475,0.9981,0.06759,-0.04224
0.1152,0.1502,3.906,6.627,-1.034,1.48,-0.02684,0.1152,-2.711,1.48,0.9981,0.07283,-0.04313
0.1153,0.1508,3.906,6.621,-1.044,1.485,-0.03073,0.1153,-2.711,1.485,0.9981,0.07788,-0.04394
0.1154,0.1514,3.906,6.615,-1.055,1.49,-0.03525,0.1154,-2.711,1.49,0.9981,0.08273,-0.04468
0.1155,0.1522,3.906,6.606,-1.069,1.495,-0.03856,0.1155,-2.711,1.495,0.9981,0.08737,-0.04534
0.1156,0.153,3.906,6.598,-1.083,1.5,-0.04067,0.1156,-2.711,1.5,0.9981,0.09178,-0.0459
0.1158,0.1543,3.905,6.584,-1.104,1.505,-0.04194,0.1158,-2.711,1.505,0.998,0.09595,-0.04634
0.1161,0.156,3.905,6.567,-1.133,1.51,-0.04267,0.1161,-2.711,1.51,0.998,0.09986,-0.04667
0.1165,0.1586,3.905,6.54,-1.178,1.515,-0.04303,0.1165,-2.711,1.515,0.998,0.1035,-0.04686
0.1171,0.1627,3.904,6.496,-1.25,1.52,-0.04313,0.1171,-2.711,1.52,0.998,0.1069,-0.04694
0.1185,0.172,3.902,6.399,-1.411,1.525,-0.04305,0.1185,-2.711,1.525,0.998,0.1101,-0.04689
0.12,0.1814,3.9,6.298,-1.579,1.53,-0.04279,0.12,-2.854,1.53,0.998,0.113,-0.04672
0.1201,0.1817,3.9,6.295,-1.585,1.535,-0.0424,0.1201,-2.854,1.535,0.998,0.1156,-0.04643
0.1202,0.1824,3.9,6.287,-1.598,1.54,-0.0413,0.1202,-2.854,1.54,0.998,0.118,-0.04605
0.1203,0.1829,3.899,6.281,-1.607,1.545,-0.04009,0.1203,-2.854,1.545,0.998,0.1202,-0.04557
0.1204,0.1838,3.899,6.271,-1.623,1.55,-0.03907,0.1204,-2.854,1.55,0.998,0.1222,-0.04499
0.1205,0.1847,3.899,6.262,-1.639,1.555,-0.03777,0.1205,-2.854,1.555,0.998,0.124,-0.04433
0.1207,0.1859,3.899,6.249,-1.661,1.56,-0.03668,0.1207,-2.854,1.56,0.998,0.1255,-0.0436
0.121,0.1874,3.898,6.232,-1.689,1.565,-0.03579,0.121,-2.854,1.565,0.998,0.1269,-0.04279
0.1213,0.1898,3.898,6.205,-1.733,1.57,-0.03499,0.1213,-2.854,1.57,0.998,0.1281,-0.04193
0.122,0.1937,3.896,6.16,-1.807,1.575,-0.03419,0.122,-2.854,1.575,0.998,0.1291,-0.04101
0.1234,0.2024,3.894,6.063,-1.97,1.58,-0.03337,0.1234,-2.854,1.58,0.998,0.1299,-0.04005
0.125,0.212,3.89,5.952,-2.156,1.585,-0.03251,0.125,-3.25,1.585,0.998,0.1306,-0.03904
0.125,0.2121,3.89,5.951,-2.158,1.59,-0.03161,0.125,-3.25,1.59,0.998,0.1311,-0.03798
0.1251,0.2124,3.89,5.948,-2.164,1.595,-0.03117,0.1251,-3.25,1.595,0.998,0.1315,-0.0369
0.1251,0.2126,3.89,5.945,-2.169,1.6,-0.03078,0.1251,-3.25,1.6,0.998,0.1318,-0.03577
0.1252,0.213,3.89,5.94,-2.176,1.605,-0.03008,0.1252,-3.25,1.605,0.998,0.1319,-0.03462
0.1252,0.2134,3.89,5.935,-2.184,1.61,-0.0288,0.1252,-3.25,1.61,0.998,0.1319,-0.03344
0.1253,0.2139,3.89,5.929,-2.194,1.615,-0.02743,0.1253,-3.25,1.615,0.998,0.1317,-0.03222
0.1254,0.2144,3.89,5.922,-2.205,1.62,-0.02609,0.1254,-3.25,1.62,0.998,0.1315,-0.03099
0.1255,0.2152,3.889,5.913,-2.22,1.625,-0.0248,0.1255,-3.25,1.625,0.9981,0.1311,-0.02972
0.1257,0.2159,3.889,5.904,-2.235,1.63,-0.02352,0.1257,-3.25,1.63,0.9981,0.1307,-0.02845
0.1259,0.217,3.889,5.89,-2.258,1.635,-0.02226,0.1259,-3.25,1.635,0.9981,0.1301,-0.02716
0.1261,0.2185,3.888,5.871,-2.288,1.64,-0.021,0.1261,-3.25,1.64,0.9981,0.1294,-0.02586
0.1265,0.2208,3.887,5.842,-2.336,1.645,-0.01974,0.1265,-3.25,1.645,0.9981,0.1287,-0.02456
0.1271,0.2245,3.886,5.795,-2.412,1.65,-0.01848,0.1271,-3.25,1.65,0.9982,0.1279,-0.02326
0.1285,0.2326,3.882,5.691,-2.582,1.655,-0.01723,0.1285,-3.25,1.655,0.9982,0.127,-0.02196
0.13,0.2408,3.878,5.583,-2.759,1.66,-0.01598,0.13,-3.648,1.66,0.9982,0.1261,-0.02066
0.13,0.2409,3.878,5.582,-2.762,1.665,-0.01475,0.13,-3.648,1.665,0.9983,0.1251,-0.01938
0.1301,0.2412,3.878,5.578,-2.767,1.67,-0.01353,0.1301,-3.648,1.67,0.9983,0.1241,-0.0181
0.1301,0.2414,3.878,5.575,-2.773,1.675,-0.01232,0.1301,-3.648,1.675,0.9983,0.1231,-0.01684
0.1302,0.2418,3.878,5.57,-2.781,1.68,-0.01113,0.1302,-3.648,1.68,0.9984,0.122,-0.0156
0.1302,0.2421,3.878,5.565,-2.788,1.685,-0.009959,0.1302,-3.648,1.685,0.9984,0.1209,-0.01437
0.1303,0.2426,3.877,5.558,-2.799,1.69,-0.008809,0.1303,-3.648,1.69,0.9984,0.1197,-0.01317
0.1304,0.2431,3.877,5.551,-2.81,1.695,-0.007682,0.1304,-3.648,1.695,0.9985,0.1186,-0.01199
0.1305,0.2438,3.877,5.541,-2.826,1.7,-0.00658,0.1305,-3.648,1.7,0.9985,0.1174,-0.01083
0.1307,0.2445,3.876,5.532,-2.841,1.705,-0.005505,0.1307,-3.648,1.705,0.9985,0.1162,-0.009699
0.1309,0.2456,3.876,5.516,-2.866,1.71,-0.004458,0.1309,-3.648,1.71,0.9986,0.115,-0.008598
0.1311,0.2469,3.875,5.497,-2.897,1.715,-0.003987,0.1311,-3.648,1.715,0.9986,0.1139,-0.007527
0.1315,0.2491,3.874,5.466,-2.947,1.72,-0.003378,0.1315,-3.648,1.72,0.9986,0.1127,-0.006487
0.1321,0.2525,3.872,5.416,-3.025,1.725,-0.002573,0.1321,-3.648,1.725,0.9987,0.1116,-0.005478
0.1335,0.26,3.868,5.306,-3.202,1.73,-0.00164,0.1335,-3.648,1.73,0.9987,0.1104,-0.004499
0.135,0.2678,3.863,5.188,-3.39,1.735,-0.000636,0.135,-5.502,1.735,0.9987,0.1093,-0.003549
0.135,0.2678,3.863,5.187,-3.391,1.74,0.0003989,0.135,-5.502,1.74,0.9987,0.1082,-0.002628
0.135,0.2679,3.863,5.186,-3.394,1.745,0.001436,0.135,-5.502,1.745,0.9988,0.1071,-0.001737
0.1351,0.268,3.863,5.184,-3.397,1.75,0.002458,0.1351,-5.502,1.75,0.9988,0.106,-0.0008794
0.1351,0.2682,3.863,5.182,-3.4,1.755,0.003449,0.1351,-5.502,1.755,0.9988,0.105,-5.512e-05
0.1351,0.2684,3.862,5.178,-3.406,1.76,0.004403,0.1351,-5.502,1.76,0.9989,0.104,0.0007337
0.1352,0.2686,3.862,5.174,-3.411,1.765,0.005313,0.1352,-5.502,1.765,0.9989,0.1031,0.001485
0.1352,0.2688,3.862,5.17,-3.417,1.77,0.006174,0.1352,-5.502,1.77,0.9989,0.1022,0.002199
0.1352,0.269,3.862,5.165,-3.424,1.775,0.006983,0.1352,-5.502,1.775,0.9989,0.1013,0.002872
0.1353,0.2693,3.862,5.16,-3.432,1.78,0.007737,0.1353,-5.502,1.78,0.9989,0.1005,0.003505
0.1354,0.2696,3.862,5.154,-3.441,1.785,0.008436,0.1354,-5.502,1.785,0.999,0.09968,0.004096
0.1354,0.2699,3.861,5.147,-3.45,1.79,0.009299,0.1354,-5.502,1.79,0.999,0.09896,0.004644
0.1355,0.2704,3.861,5.139,-3.462,1.795,0.01007,0.1355,-5.502,1.795,0.999,0.0983,0.005148
0.1356,0.2708,3.861,5.13,-3.474,1.8,0.01038,0.1356,-5.502,1.8,0.999,0.09769,0.005609
0.1357,0.2714,3.86,5.118,-3.491,1.805,0.0104,0.1357,-5.502,1.805,0.999,0.09714,0.006024
0.1358,0.272,3.86,5.106,-3.508,1.81,0.009923,0.1358,-5.502,1.81,0.999,0.09666,0.006393
0.136,0.2729,3.859,5.088,-3.534,1.815,0.009681,0.136,-5.502,1.815,0.999,0.09625,0.00671
0.1362,0.274,3.859,5.064,-3.567,1.82,0.009655,0.1362,-5.502,1.82,0.9991,0.09588,0.006997
0.1366,0.2757,3.857,5.029,-3.617,1.825,0.009772,0.1366,-5.502,1.825,0.9991,0.09556,0.007249
0.1371,0.2783,3.855,4.975,-3.693,1.83,0.009951,0.1371,-5.502,1.83,0.9991,0.0953,0.007467
0.1381,0.2834,3.852,4.867,-3.847,1.835,0.01013,0.1381,-5.502,1.835,0.9991,0.09509,0.007657
0.14,0.2924,3.844,4.669,-4.128,1.84,0.01028,0.14,-7.012,1.84,0.9991,0.09493,0.007819
0.14,0.2925,3.844,4.668,-4.129,1.845,0.01041,0.14,-7.012,1.845,0.9991,0.09481,0.007954
0.14,0.2926,3.844,4.665,-4.133,1.85,0.01051,0.14,-7.012,1.85,0.9991,0.09475,0.008061
0.1401,0.2927,3.844,4.663,-4.136,1.855,0.01066,0.1401,-7.012,1.855,0.9991,0.09473,0.008143
0.1401,0.2928,3.844,4.66,-4.141,1.86,0.01086,0.1401,-7.012,1.86,0.9991,0.09476,0.008198
0.1401,0.293,3.843,4.655,-4.147,1.865,0.01097,0.1401,-7.012,1.865,0.9991,0.09484,0.008229
0.1402,0.2932,3.843,4.649,-4.154,1.87,0.01101,0.1402,-7.012,1.87,0.9991,0.09497,0.008237
0.1402,0.2934,3.843,4.643,-4.163,1.875,0.01099,0.1402,-7.012,1.875,0.9991,0.09514,0.008218
0.1403,0.2937,3.843,4.637,-4.171,1.88,0.01092,0.1403,-7.012,1.88,0.9991,0.09537,0.008173
0.1403,0.294,3.843,4.629,-4.182,1.885,0.01082,0.1403,-7.012,1.885,0.9991,0.09565,0.008105
0.1404,0.2943,3.842,4.621,-4.192,1.89,0.0107,0.1404,-7.012,1.89,0.9991,0.09596,0.008018
0.1405,0.2947,3.842,4.611,-4.206,1.895,0.01056,0.1405,-7.012,1.895,0.999,0.09631,0.007912
0.1406,0.295,3.842,4.6,-4.22,1.9,0.01041,0.1406,-7.012,1.9,0.999,0.09671,0.007787
0.1407,0.2956,3.841,4.586,-4.239,1.905,0.01023,0.1407,-7.012,1.905,0.999,0.09714,0.007644
0.1408,0.2961,3.841,4.571,-4.258,1.91,0.01004,0.1408,-7.012,1.91,0.999,0.09761,0.007483
0.141,0.2969,3.84,4.548,-4.288,1.915,0.009838,0.141,-7.012,1.915,0.999,0.09812,0.007307
0.1412,0.298,3.839,4.519,-4.327,1.92,0.009618,0.1412,-7.012,1.92,0.999,0.09866,0.007116
0.1416,0.2995,3.837,4.476,-4.385,1.925,0.009384,0.1416,-7.012,1.925,0.999,0.09924,0.006912
0.1421,0.3019,3.835,4.408,-4.475,1.93,0.009139,0.1421,-7.012,1.93,0.999,0.09985,0.006694
0.1432,0.3067,3.83,4.268,-4.66,1.935,0.008883,0.1432,-7.012,1.935,0.999,0.1005,0.006466
0.145,0.3142,3.821,4.04,-4.963,1.94,0.008618,0.145,-8.443,1.94,0.9989,0.1012,0.006226
0.145,0.3142,3.821,4.039,-4.965,1.945,0.008343,0.145,-8.443,1.945,0.9989,0.1019,0.005978
0.145,0.3143,3.821,4.036,-4.969,1.95,0.008061,0.145,-8.443,1.95,0.9989,0.1026,0.005721
0.1451,0.3144,3.821,4.033,-4.973,1.955,0.007773,0.1451,-8.443,1.955,0.9989,0.1033,0.005458
0.1451,0.3145,3.821,4.029,-4.978,1.96,0.007479,0.1451,-8.443,1.96,0.9989,0.1041,0.005187
0.1451,0.3147,3.821,4.023,-4.986,1.965,0.007181,0.1451,-8.443,1.965,0.9989,0.1049,0.004912
0.1452,0.3149,3.82,4.017,-4.994,1.97,0.006879,0.1452,-8.443,1.97,0.9988,0.1057,0.004633
0.1452,0.3151,3.82,4.009,-5.004,1.975,0.006574,0.1452,-8.443,1.975,0.9988,0.1065,0.00435
0.1453,0.3153,3.82,4.001,-5.014,1.98,0.006267,0.1453,-8.443,1.98,0.9988,0.1073,0.004064
0.1453,0.3156,3.82,3.992,-5.026,1.985,0.00596,0.1453,-8.443,1.985,0.9988,0.1082,0.003777
0.1454,0.3158,3.819,3.982,-5.038,1.99,0.005652,0.1454,-8.443,1.99,0.9988,0.1091,0.003489
0.1455,0.3162,3.819,3.97,-5.054,1.995,0.005345,0.1455,-8.443,1.995,0.9988,0.1099,0.003201
0.1456,0.3165,3.818,3.957,-5.07,2.0,0.005038,0.1456,-8.443,2.0,0.9987,0.1108,0.002914
0.1457,0.317,3.818,3.939,-5.093,2.005,0.004734,0.1457,-8.443,2.005,0.9987,0.1117,0.002628
0.1458,0.3175,3.817,3.921,-5.115,2.01,0.004433,0.1458,-8.443,2.01,0.9987,0.1126,0.002344
0.146,0.3183,3.816,3.892,-5.152,2.015,0.004135,0.146,-8.443,2.015,0.9987,0.1135,0.002064
0.1463,0.3192,3.815,3.855,-5.199,2.02,0.00384,0.1463,-8.443,2.02,0.9987,0.1144,0.001786
0.1467,0.3207,3.813,3.797,-5.272,2.025,0.00355,0.1467,-8.443,2.025,0.9986,0.1153,0.001513
0.1473,0.3231,3.809,3.704,-5.39,2.03,0.003266,0.1473,-8.443,2.03,0.9986,0.1162,0.001244
0.1487,0.3282,3.802,3.496,-5.655,2.035,0.002987,0.1487,-8.443,2.035,0.9986,0.1171,0.0009804
0.15,0.3326,3.794,3.302,-5.9,2.04,0.002713,0.15,-8.994,2.04,0.9986,0.118,0.0007223
0.15,0.3326,3.794,3.3,-5.904,2.045,0.002447,0.15,-8.994,2.045,0.9986,0.1189,0.0004702
0.1501,0.3327,3.794,3.294,-5.911,2.05,0.002187,0.1501,-8.994,2.05,0.9985,0.1198,0.0002245
0.1501,0.3329,3.794,3.288,-5.918,2.055,0.001933,0.1501,-8.994,2.055,0.9985,0.1206,-1.445e-05
0.1501,0.333,3.793,3.28,-5.929,2.06,0.001688,0.1501,-8.994,2.06,0.9985,0.1215,-0.0002462
0.1502,0.3333,3.793,3.27,-5.941,2.065,0.001451,0.1502,-8.994,2.065,0.9985,0.1224,-0.0004705
0.1503,0.3335,3.793,3.259,-5.954,2.07,0.001221,0.1503,-8.994,2.07,0.9984,0.1233,-0.0006871
0.1504,0.3338,3.792,3.246,-5.972,2.075,0.0009998,0.1504,-8.994,2.075,0.9984,0.1241,-0.0008957
0.1505,0.334,3.791,3.232,-5.989,2.08,0.0007866,0.1505,-8.994,2.08,0.9984,0.1249,-0.001096
0.1506,0.3344,3.791,3.212,-6.013,2.085,0.0005821,0.1506,-8.994,2.085,0.9984,0.1258,-0.001288
0.1507,0.3348,3.79,3.193,-6.038,2.09,0.0003869,0.1507,-8.994,2.09,0.9984,0.1266,-0.001472
0.1509,0.3355,3.789,3.161,-6.077,2.095,0.0001999,0.1509,-8.994,2.095,0.9984,0.1274,-0.001647
0.1512,0.3363,3.787,3.121,-6.128,2.1,2.214e-05,0.1512,-8.994,2.1,0.9983,0.1282,-0.001813
0.1516,0.3375,3.785,3.056,-6.208,2.105,-0.0001464,0.1516,-8.994,2.105,0.9983,0.129,-0.00197
0.1522,0.3395,3.781,2.953,-6.338,2.11,-0.000306,0.1522,-8.994,2.11,0.9983,0.1297,-0.002118
0.1537,0.3437,3.771,2.713,-6.638,2.115,-0.0004566,0.1537,-8.994,2.115,0.9983,0.1305,-0.002258
0.155,0.3471,3.762,2.508,-6.896,2.12,-0.0005984,0.155,-10.39,2.12,0.9983,0.1312,-0.002388
0.155,0.3471,3.762,2.506,-6.898,2.125,-0.0007311,0.155,-10.39,2.125,0.9982,0.1319,-0.00251
0.155,0.3472,3.762,2.502,-6.903,2.13,-0.0008547,0.155,-10.39,2.13,0.9982,0.1326,-0.002623
0.1551,0.3472,3.762,2.498,-6.908,2.135,-0.0009694,0.1551,-10.39,2.135,0.9982,0.1333,-0.002727
0.1551,0.3473,3.762,2.493,-6.915,2.14,-0.001076,0.1551,-10.39,2.14,0.9982,0.134,-0.002822
0.1551,0.3474,3.761,2.485,-6.925,2.145,-0.001174,0.1551,-10.39,2.145,0.9982,0.1346,-0.002909
0.1552,0.3476,3.761,2.477,-6.935,2.15,-0.001263,0.1552,-10.39,2.15,0.9982,0.1353,-0.002987
0.1552,0.3477,3.761,2.466,-6.947,2.155,-0.001343,0.1552,-10.39,2.155,0.9981,0.1359,-0.003057
0.1553,0.3478,3.76,2.456,-6.96,2.16,-0.001416,0.1553,-10.39,2.16,0.9981,0.1365,-0.003118
0.1554,0.348,3.76,2.443,-6.976,2.165,-0.00148,0.1554,-10.39,2.165,0.9981,0.1371,-0.003172
0.1554,0.3482,3.759,2.43,-6.992,2.17,-0.001486,0.1554,-10.39,2.17,0.9981,0.1376,-0.003217
0.1555,0.3484,3.758,2.412,-7.013,2.175,-0.001479,0.1555,-10.39,2.175,0.9981,0.1382,-0.003256
0.1556,0.3487,3.758,2.394,-7.035,2.18,-0.001491,0.1556,-10.39,2.18,0.9981,0.1387,-0.003286
0.1558,0.349,3.757,2.368,-7.067,2.185,-0.001521,0.1558,-10.39,2.185,0.998,0.1392,-0.003308
0.156,0.3494,3.755,2.335,-7.106,2.19,-0.001555,0.156,-10.39,2.19,0.998,0.1397,-0.003324
0.1562,0.35,3.754,2.29,-7.161,2.195,-0.001585,0.1562,-10.39,2.195,0.998,0.1402,-0.003335
0.1566,0.3508,3.751,2.225,-7.239,2.2,-0.001607,0.1566,-10.39,2.2,0.998,0.1407,-0.003341
0.1572,0.3521,3.747,2.115,-7.372,2.205,-0.001625,0.1572,-10.39,2.205,0.998,0.1411,-0.003341
0.1584,0.3546,3.738,1.89,-7.645,2.21,-0.001637,0.1584,-10.39,2.21,0.998,0.1416,-0.003337
0.16,0.3574,3.725,1.592,-8.005,2.215,-0.001646,0.16,-10.56,2.215,0.998,0.142,-0.003327
0.16,0.3574,3.725,1.583,-8.016,2.22,-0.001649,0.16,-10.56,2.22,0.998,0.1424,-0.003312
0.1601,0.3576,3.724,1.565,-8.038,2.225,-0.001647,0.1601,-10.56,2.225,0.998,0.1428,-0.003292
0.1602,0.3577,3.723,1.547,-8.06,2.23,-0.00164,0.1602,-10.56,2.23,0.9979,0.1432,-0.003268
0.1604,0.358,3.722,1.519,-8.093,2.235,-0.001629,0.1604,-10.56,2.235,0.9979,0.1436,-0.003239
0.1605,0.3582,3.721,1.492,-8.126,2.24,-0.001613,0.1605,-10.56,2.24,0.9979,0.1439,-0.003206
0.1607,0.3585,3.719,1.456,-8.169,2.245,-0.001594,0.1607,-10.56,2.245,0.9979,0.1443,-0.00317
0.161,0.3588,3.717,1.409,-8.226,2.25,-0.001572,0.161,-10.56,2.25,0.9979,0.1446,-0.00313
